listing_id,listing_name,listing_type,room_type,host_id,host_name,superhost,latitude,longitude,guests,bedrooms,beds,baths,amenities,instant_book,min_nights,cancellation_policy,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_cleanliness,rating_location,rating_value,ttm_revenue,ttm_avg_rate,ttm_occupancy,ttm_revpar,l90d_revenue,l90d_avg_rate,l90d_occupancy,l90d_revpar,location_from_name,city_category
24028670,Apartment in the center of Yerevan,entire rental unit,entire_home,180854828,Nodar,FALSE,40.1777,44.5268,5,1,3,1,NA,TRUE,2,moderate,22,0,29,4.97,5,4.9,4.9,661,58.1,0,1.8,661,56.9,0.1,7.3,yerevan,Yerevan_area
24071142,Like Home Guesthouse,private room in home,private_room,158730258,Arevik,TRUE,40.182,44.5303,NA,NA,2,0,NA,TRUE,3,moderate,0,0,31,4.94,4.9,4.7,4.9,2252,18.6,0.3,6.2,769,19.6,0.5,8.5,NA,Yerevan_area
24156974,Pushkin 60 Cozy Apartment,entire rental unit,entire_home,104584041,Gagik,TRUE,40.185,44.508,4,1,2,1,NA,TRUE,7,strict,12,0,73,4.88,4.8,5,4.8,7671,51.4,0.4,21,895,46.4,0.2,9.9,NA,Yerevan_area
24215041,Like Home Guesthouse,private room in home,private_room,158730258,Arevik,TRUE,40.1829,44.5301,NA,NA,1,0,NA,FALSE,3,moderate,0,0,14,4.93,4.9,4.7,4.9,2223,21.5,0.3,6.1,1061,24,0.5,11.8,NA,Yerevan_area
24224242,"Luxurious Modern Apt,North Ave TOUR+AIRP. TRANSFER",entire rental unit,entire_home,50527209,Invite Armenia,FALSE,40.1824,44.5131,7,3,5,1,NA,FALSE,1,flexible,25,0,11,4.36,4.7,4.9,4.7,1414,99.6,0,3.9,0,99,0,0,NA,Yerevan_area
24277982,Studio in an elite house with security in the city center,entire rental unit,entire_home,16358942,Gayane,FALSE,40.1847,44.5083,3,1,1,1.5,NA,FALSE,20,strict,50,0,11,5,5,5,4.9,1326,122.3,0,3.6,1224,101.8,0.1,13.6,NA,Yerevan_area
24361179,"Welcome to my Cosy, Comfy, Corner in Yerevan",entire rental unit,entire_home,183597222,Avet,FALSE,40.2149,44.4929,2,1,2,1,NA,FALSE,2,moderate,30,0,16,4.81,5,4.6,4.8,400,31.4,0,1.1,400,33.4,0.1,4.4,yerevan,Other_Armenia
24464885,Sundukyan House,entire home,entire_home,184788585,Ashxen,FALSE,40.1997,44.504,16,6,6,6.5,NA,TRUE,2,moderate,10,0,11,4.73,4.7,4.6,4.5,6526,238.9,0.1,17.9,0,244,0,0,NA,Yerevan_area
24527719,"Cozy apartment, Adonc, Yeraz, Komitas, Arabkir",entire rental unit,entire_home,184555672,Knarik,TRUE,40.2137,44.5237,3,1,2,1,NA,TRUE,2,flexible,0,0,24,4.71,4.6,4.9,4.5,6342,53.8,0.3,17.4,1010,51.8,0.2,11.2,NA,Other_Armenia
24531766,❤ Apartment just near Republic square #2 MyStreet,entire serviced apartment,entire_home,65011405,MyStreet,TRUE,40.1801,44.5113,2,1,1,1,NA,TRUE,14,moderate,25,0,41,4.78,4.8,5,4.8,9994,67.8,0.4,27.4,4358,70.6,0.7,48.4,NA,Yerevan_area
24532261,In the ❤ of Yerevan ✔️ Perfect Location #3 MyStreet,entire rental unit,entire_home,65011405,MyStreet,TRUE,40.1801,44.5113,3,1,1,1,NA,TRUE,14,moderate,25,0,27,4.74,4.7,4.8,4.7,2622,71,0.1,7.2,850,69.7,0.1,9.4,yerevan,Yerevan_area
24619044,Apartment 2,entire rental unit,entire_home,162682492,Arsen,FALSE,40.2011,44.4998,3,1,2,1,NA,FALSE,3,strict,0,0,3,3.67,3.7,4,4.3,499,40.9,0,1.4,499,40.8,0.1,5.5,NA,Other_Armenia
24696348,Renovated two Bedroom in Touristic Center,entire rental unit,entire_home,128538486,Rafael,FALSE,40.1806,44.5183,4,2,4,1,NA,FALSE,5,firm,28,0,89,4.87,4.9,4.9,4.9,4109,41.1,0.3,11.3,187,45.3,0,2.1,NA,Yerevan_area
24697939,\HEART OF YEREVAN\   APARTMENT OF REPUBLIC  SQUERE,entire serviced apartment,entire_home,109148552,Mихаил,TRUE,40.1797,44.5155,3,1,1,1,NA,TRUE,1,moderate,10,NA,321,4.93,4.9,5,4.9,8562,44.9,0.5,23.5,1263,46,0.3,14,yerevan,Yerevan_area
24762979,"Bright & Spacious Apt with Balcony View, Queen Bed",entire rental unit,entire_home,7282794,Karen,FALSE,40.1845,44.5217,3,2,2,1,NA,NA,30,flexible,0,NA,14,4.86,4.9,5,4.9,728,63.3,0,2,0,49.7,0,0,NA,Yerevan_area
24768855,Home away from home,entire rental unit,entire_home,187270818,Shakeh,FALSE,40.1821,44.5191,3,1,3,1,NA,TRUE,7,moderate,0,0,16,4.75,4.6,5,4.7,476,52.6,0,1.3,476,48.6,0.1,5.3,NA,Yerevan_area
24769999,Charming and convenient apartment in Baghramyan 1,entire rental unit,entire_home,107252172,Gayane,TRUE,40.1894,44.5138,5,2,4,1,NA,TRUE,4,strict,0,0,64,4.89,4.8,5,4.8,14793,64.1,0.6,40.5,4250,68.3,0.7,47.2,NA,Yerevan_area
24785076,Kaskad Apartment and Tours,entire rental unit,entire_home,32168596,Artavazd,TRUE,40.1888,44.5123,4,1,2,1,NA,TRUE,3,flexible,0,0,147,4.93,4.9,5,4.9,7831,47.6,0.5,21.5,2403,48.8,0.6,26.7,NA,Yerevan_area
24847776,2-BDR with Aragats View at RIS Dalma Collection,entire serviced apartment,entire_home,195185372,Mariam,TRUE,40.1798,44.4898,6,2,3,1,NA,TRUE,1,moderate,0,0,88,4.97,5,4.7,4.9,16751,102.3,0.4,45.9,5591,109.9,0.6,62.1,NA,Yerevan_area
24852919,Beautiful apartment in the heart of Yerevan,entire rental unit,entire_home,28549765,Astrig,FALSE,40.1795,44.5101,4,2,6,1,NA,FALSE,3,moderate,0,0,6,4.67,4.5,4.7,4.5,3354,80.2,0.1,9.2,485,80.4,0.1,5.4,yerevan,Yerevan_area
24863777,1-BDR with Mountain View at RIS Dalma Collection,entire serviced apartment,entire_home,195185372,Mariam,TRUE,40.1796,44.4902,4,1,2,1,NA,TRUE,1,moderate,0,0,81,4.94,5,4.8,4.8,2832,91,0.1,7.8,776,105.1,0.1,8.6,NA,Yerevan_area
24867934,Loft with Terrace  at RIS Dalma Collection,entire loft,entire_home,195185372,Mariam,TRUE,40.1796,44.4902,4,1,2,1,NA,TRUE,1,moderate,0,0,55,4.96,5,4.8,4.8,11271,113.8,0.3,30.9,1647,127.4,0.1,18.3,NA,Yerevan_area
24900214,East Apartment in the Heart of The Caucasus,entire rental unit,entire_home,180832630,Tigran,TRUE,40.1862,44.509,3,1,1,1.5,NA,TRUE,2,strict,15,0,61,4.79,4.7,4.9,4.9,8368,45,0.5,22.9,3058,46.4,0.7,34,NA,Yerevan_area
24949454,LUXURY APARTMENTS \SARYAN\ IN THE CENTER OF YEREVAN!,entire rental unit,entire_home,18370696,Arman,TRUE,40.1854,44.507,2,NA,1,1,NA,FALSE,4,strict,0,0,69,4.83,4.9,5,4.8,4489,31.3,0.4,12.3,0,32.5,0,0,yerevan,Yerevan_area
25034097,Roomy Studio in Downtown Yerevan,entire rental unit,entire_home,198646027,Hayarpi,FALSE,40.174,44.5042,2,NA,NA,1,NA,FALSE,14,flexible,0,0,27,4.89,4.9,4.8,4.8,778,31.7,0.1,2.1,389,32.1,0.1,4.3,yerevan,Yerevan_area
25177728,"Abovyan 16, No 15",entire serviced apartment,entire_home,190247754,Narek,FALSE,40.1819,44.5152,7,2,5,1,NA,TRUE,2,strict,0,0,45,4.87,4.8,5,4.8,7551,71.9,0.3,20.7,0,78.2,0,0,NA,Yerevan_area
25187434,"Sayat Nova, big balcony, 17th floor, 3 rooms",entire serviced apartment,entire_home,135708052,Syuzanna,TRUE,40.1774,44.5264,4,2,2,1,NA,TRUE,7,moderate,20,0,63,4.98,4.9,4.8,4.9,6032,78,0.2,16.5,1485,71.6,0.2,16.5,NA,Yerevan_area
25277279,Welcome City Center Apartments  (One Bedroom),entire serviced apartment,entire_home,57805852,Yerani,TRUE,40.181,44.512,3,1,3,1,NA,TRUE,1,flexible,0,0,424,4.79,4.8,4.9,4.8,2598,84.8,0.1,7.1,1160,89,0.1,12.9,NA,Yerevan_area
25278719,Welcome City Center Apartments (Deluxe),entire serviced apartment,entire_home,57805852,Yerani,TRUE,40.1803,44.5122,4,1,3,1,NA,TRUE,1,flexible,0,NA,19,4.84,4.8,5,4.8,2847,93.4,0.1,7.8,205,94.5,0,2.3,NA,Yerevan_area
25283761,Welcome City Center Apartments (Studio),entire serviced apartment,entire_home,57805852,Yerani,TRUE,40.1803,44.5123,2,1,1,1,NA,TRUE,1,flexible,0,0,304,4.87,4.8,5,4.8,5258,78.2,0.2,14.4,2070,81.9,0.3,23,NA,Yerevan_area
25305388,Nice  apartment in the center of Yerevan,entire rental unit,entire_home,191144078,Kristina,TRUE,40.1918,44.5306,2,1,1,1.5,NA,TRUE,3,firm,0,0,10,5,5,4.7,4.8,3106,61.1,0.1,8.5,235,59.4,0,2.6,yerevan,Yerevan_area
25336090,Happy Home and TOURS,entire rental unit,entire_home,48492077,Luxury Apartment & Tours,FALSE,40.1788,44.5178,4,1,4,1,NA,FALSE,2,flexible,0,0,9,4.67,4.8,4.9,4.9,494,67.6,0,1.4,494,41.7,0.1,5.5,NA,Yerevan_area
25370073,Comfy apartment in Old City Yerevan,entire rental unit,entire_home,180832630,Tigran,TRUE,40.1818,44.5189,4,2,2,1.5,NA,TRUE,3,strict,20,0,10,4.6,4.9,4.9,4.6,4487,58,0.2,12.3,705,56.8,0.1,7.8,yerevan,Yerevan_area
25410796,Studio & Balcony Vol.1,entire rental unit,entire_home,191827640,Anna,FALSE,40.1836,44.5131,2,1,2,1.5,NA,FALSE,2,firm,0,0,69,4.97,5,5,4.9,6461,54.7,0.3,17.7,195,60.2,0,2.2,NA,Yerevan_area
25499651,"WELCOMING in Yerevan-Sunny, Cozy and Well Located!",entire rental unit,entire_home,95225983,Mané,TRUE,40.2022,44.4988,2,1,2,1,NA,NA,3,moderate,0,0,43,4.77,4.7,4.8,4.7,8164,44.3,0.5,22.4,1593,52.8,0.4,17.7,yerevan,Other_Armenia
25556078,A room in the heart of Yerevan,private room in rental unit,private_room,192803132,Lilit,FALSE,40.1769,44.5191,NA,NA,2,0,NA,FALSE,1,strict,0,11,125,4.88,4.9,5,4.9,2548,19.4,0.4,7,628,20.7,0.3,7,yerevan,Yerevan_area
25692826,Sunny apartment in the center at Republic square,entire rental unit,entire_home,44820319,Lusine,FALSE,40.1758,44.5102,2,1,1,1,NA,FALSE,5,moderate,10,0,21,4.9,4.9,5,4.9,454,41.3,0,1.2,454,37.2,0.1,5,NA,Yerevan_area
25887448,Entire home (3 bedroom) in downtown,entire apartment,entire_home,184953367,Levon,FALSE,40.1882,44.5094,5,3,10,2,NA,FALSE,NA,flexible,40,0,22,4.95,5,5,4.9,7551,67.4,0.3,20.7,5933,67.4,1,65.9,NA,Yerevan_area
25904910,Lovely flat with great view to Ararat,entire rental unit,entire_home,39959793,Olga,TRUE,40.1861,44.5197,4,1,2,1,NA,TRUE,2,moderate,25,0,122,4.96,4.9,5,4.9,13469,50.4,0.7,36.9,3448,53.9,0.7,38.3,NA,Yerevan_area
25906281,Bright and cozy apartment in the heart of Yerevan.,entire rental unit,entire_home,6040922,Artak,TRUE,40.1845,44.5259,4,2,3,1,NA,FALSE,2,moderate,20,0,13,4.92,4.8,4.8,4.8,5167,56.4,0.2,14.2,1188,57,0.2,13.2,yerevan,Yerevan_area
25907608,"Studio apartment with balcony, 10min from center",entire loft,entire_home,194695575,Zhasmena,FALSE,40.2048,44.4836,3,NA,2,1,NA,FALSE,2,flexible,15,0,42,4.81,4.7,4.7,4.7,1722,41,0.1,4.7,95,38.8,0,1.1,NA,Other_Armenia
26034098,Luxury Apartment,entire rental unit,entire_home,85099194,Arevhat,FALSE,40.1816,44.5055,3,1,3,1,NA,FALSE,7,strict,0,0,15,4.8,5,5,4.8,5123,40.4,0.3,14,2401,45.1,0.6,26.7,NA,Yerevan_area
26043028,Newly reconstructed  apartment in th heart of city,private room in rental unit,private_room,33646628,Kristina,FALSE,40.1748,44.512,NA,NA,3,0,NA,FALSE,1,moderate,0,0,18,5,4.9,4.9,4.8,505,42.3,0,1.4,505,42.6,0.1,5.6,NA,Yerevan_area
26093715,Armenia Apartment for Daily Rent in Yerevan Cascad,entire rental unit,entire_home,196126618,Aleksey,FALSE,40.1889,44.5141,5,2,3,1,NA,FALSE,5,moderate,10,0,5,5,5,5,5,799,66,0,2.2,799,64.8,0.1,8.9,armenia,Yerevan_area
26277446,Comfortable bungalow with private bathroom!,private room in bungalow,private_room,66340406,Zara,FALSE,40.1983,44.5031,NA,NA,1,0,NA,NA,1,flexible,3,NA,16,4.69,4.6,4.8,4.9,218,15.5,0,0.6,0,12.9,0,0,NA,Yerevan_area
26342230,In the ❤ of Yerevan ✔️ Perfect Location #4 MyStreet,entire serviced apartment,entire_home,65011405,MyStreet,TRUE,40.1801,44.5113,3,1,1,1,NA,TRUE,14,moderate,25,0,49,4.73,4.7,5,4.7,6422,70.9,0.2,17.6,732,71.6,0.1,8.1,yerevan,Yerevan_area
26392958,Apartment on Kievyan street,entire rental unit,entire_home,184290457,Vee,FALSE,40.1949,44.4872,2,1,2,1,NA,FALSE,1,flexible,20,0,6,4.17,4.3,4.3,4,484,38.9,0,1.3,484,41.2,0.1,5.4,NA,Yerevan_area
26619258,2 Bedrooms.2nd Floor. Fresh Renovation. Near Opera,entire rental unit,entire_home,139434006,Gayane,FALSE,40.1816,44.5199,5,2,4,1,NA,FALSE,20,firm,10,0,61,4.48,4.3,4.8,4.6,2990,41.5,0.2,8.2,0,48.1,0,0,NA,Yerevan_area
26685231,Sunny apartment,entire rental unit,entire_home,184999855,Tigran,TRUE,40.2031,44.5216,3,NA,3,1.5,NA,TRUE,6,flexible,0,0,45,4.73,4.6,4.7,4.8,536,28.4,0,1.5,536,32.2,0.2,6,NA,Other_Armenia
27011222,VD Apartment 2- 200 m from the Republic Square,entire rental unit,entire_home,51117809,Yevgenia,TRUE,40.178,44.508,3,NA,2,1,NA,TRUE,2,firm,20,0,81,4.79,4.8,5,4.8,10251,43.7,0.6,28.1,991,44.7,0.3,11,NA,Yerevan_area
27126385,Apartment 3,entire rental unit,entire_home,162682492,Arsen,FALSE,40.2059,44.497,3,1,1,1,NA,FALSE,3,strict,0,0,1,NA,NA,NA,NA,493,39.8,0,1.4,493,40.8,0.1,5.5,NA,Other_Armenia
27285450,Entire rental unit in Yerevan,entire serviced apartment,entire_home,205546522,Moushegh,FALSE,40.1749,44.5113,5,2,5,1,NA,FALSE,2,firm,0,0,2,NA,NA,NA,NA,3647,67.5,0.1,10,0,67.1,0,0,yerevan,Yerevan_area
27310410,Your Home in YEREVAN!,entire rental unit,entire_home,10016307,Grigor,FALSE,40.1982,44.5047,3,1,1,1,NA,TRUE,2,firm,0,0,40,4.7,4.6,4.6,4.6,446,41.7,0,1.2,446,36.3,0.1,5,yerevan,Yerevan_area
27318881,Nice apartment in the center of Yerevan,entire rental unit,entire_home,205838877,Asmik,FALSE,40.1799,44.5112,2,1,1,1,NA,FALSE,3,flexible,30,0,NA,NA,NA,NA,NA,607,62.7,0,1.7,607,57.1,0.1,6.7,yerevan,Yerevan_area
27331384,Welcome to Armenia!Clean and comfort apartment 4 u,entire rental unit,entire_home,205944263,Dayana,FALSE,40.2024,44.5307,2,1,1,1,NA,FALSE,7,strict,34,0,40,4.78,4.8,4.6,4.6,2192,44.7,0.2,6,0,70.9,0,0,armenia,Other_Armenia
27614413,#Cosy Bright Apartment on Saryan Amiryan crossroad,entire rental unit,entire_home,53408645,Davit,FALSE,40.1837,44.5048,3,1,2,1,NA,TRUE,10,strict,0,0,71,4.68,4.7,5,4.7,8468,39.6,0.6,23.2,2809,45.1,0.7,31.2,NA,Yerevan_area
27666139,LUXURY APARTMENT. ELITE APARTMENT,entire rental unit,entire_home,166928875,Avetis,TRUE,40.2047,44.5169,2,1,1,1,NA,FALSE,3,moderate,0,0,174,4.98,4.9,4.9,4.9,7035,39.3,0.5,19.3,1703,40.2,0.5,18.9,NA,Other_Armenia
27677413,Design-Savvy Apartment with Skyline Views,entire serviced apartment,entire_home,195185372,Mariam,TRUE,40.1782,44.4906,4,1,1,1,NA,TRUE,1,moderate,0,0,47,4.94,5,4.8,4.9,3806,106.2,0.1,10.4,1301,121.6,0.1,14.5,NA,Yerevan_area
27685641,Guesthouse for vacation and remote working,entire serviced apartment,entire_home,30711227,Dr. Meri,FALSE,40.186,44.5334,2,2,4,2,NA,FALSE,14,flexible,69,0,12,5,5,4.8,5,2350,45,0.1,6.4,179,48.4,0,2,NA,Yerevan_area
27823351,Clean 2 bedroom apartment/ Уютная 2 комн. квартира,entire rental unit,entire_home,21794838,NA,FALSE,40.1666,44.4421,6,1,2,1,NA,NA,2,flexible,NA,NA,10,4.7,4.7,4.6,4.7,555,34.6,0,1.5,0,0,0,0,NA,Yerevan_area
